total_code,total,domain_code,domain,super_sector_code,super_sector,sector_code,sector,three_digit_code,three_digit_industry,four_digit_code,four_digit_industry,five_digit_code,five_digit_industry,six_digit_code,six_digit_industry,id
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1121,Cattle Ranching and Farming,11211,"Beef Cattle Ranching and Farming, including Feedlots",112111,Beef Cattle Ranching and Farming ,1011112111
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1121,Cattle Ranching and Farming,11211,"Beef Cattle Ranching and Farming, including Feedlots",112112,Cattle Feedlots ,1011112112
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1121,Cattle Ranching and Farming,11212,Dairy Cattle and Milk Production,112120,Dairy Cattle and Milk Production,1011112120
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1121,Cattle Ranching and Farming,11213,Dual-Purpose Cattle Ranching and Farming,112130,Dual-Purpose Cattle Ranching and Farming ,1011112130
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1122,Hog and Pig Farming,11221,Hog and Pig Farming,112210,Hog and Pig Farming ,1011112210
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1123,Poultry and Egg Production,11231,Chicken Egg Production,112310,Chicken Egg Production ,1011112310
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1123,Poultry and Egg Production,11232,Broilers and Other Meat Type Chicken Production,112320,Broilers and Other Meat Type Chicken Production ,1011112320
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1123,Poultry and Egg Production,11233,Turkey Production,112330,Turkey Production,1011112330
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1123,Poultry and Egg Production,11234,Poultry Hatcheries,112340,Poultry Hatcheries,1011112340
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1123,Poultry and Egg Production,11239,Other Poultry Production,112390,Other Poultry Production ,1011112390
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1124,Sheep and Goat Farming,11241,Sheep Farming,112410,Sheep Farming,1011112410
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1124,Sheep and Goat Farming,11242,Goat Farming,112420,Goat Farming,1011112420
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1125,Aquaculture,11251,Aquaculture,112511,Finfish Farming and Fish Hatcheries ,1011112511
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1125,Aquaculture,11251,Aquaculture,112512,Shellfish Farming ,1011112512
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1125,Aquaculture,11251,Aquaculture,112519,Other Aquaculture ,1011112519
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1129,Other Animal Production,11291,Apiculture,112910,Apiculture,1011112910
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1129,Other Animal Production,11292,Horses and Other Equine Production,112920,Horses and Other Equine Production,1011112920
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1129,Other Animal Production,11293,Fur-Bearing Animal and Rabbit Production,112930,Fur-Bearing Animal and Rabbit Production,1011112930
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",112,Animal Production and Aquaculture,1129,Other Animal Production,11299,All Other Animal Production,112990,All Other Animal Production ,1011112990
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1131,Timber Tract Operations,11311,Timber Tract Operations,113110,Timber Tract Operations,1011113110
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1132,Forest Nurseries and Gathering of Forest Products,11321,Forest Nurseries and Gathering of Forest Products,113210,Forest Nurseries and Gathering of Forest Products ,1011113210
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",113,Forestry and Logging,1133,Logging,11331,Logging,113310,Logging ,1011113310
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1141,Fishing,11411,Fishing,114111,Finfish Fishing ,1011114111
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1141,Fishing,11411,Fishing,114112,Shellfish Fishing ,1011114112
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1141,Fishing,11411,Fishing,114119,Other Marine Fishing ,1011114119
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",114,"Fishing, Hunting and Trapping",1142,Hunting and Trapping,11421,Hunting and Trapping,114210,Hunting and Trapping,1011114210
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115111,Cotton Ginning ,1011115111
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115112,"Soil Preparation, Planting, and Cultivating ",1011115112
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115113,"Crop Harvesting, Primarily by Machine ",1011115113
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115114,Postharvest Crop Activities (except Cotton Ginning) ,1011115114
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115115,Farm Labor Contractors and Crew Leaders ,1011115115
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1151,Support Activities for Crop Production,11511,Support Activities for Crop Production,115116,Farm Management Services ,1011115116
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1152,Support Activities for Animal Production,11521,Support Activities for Animal Production,115210,Support Activities for Animal Production,1011115210
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,11,"Agriculture, Forestry, Fishing and Hunting",115,Support Activities for Agriculture and Forestry,1153,Support Activities for Forestry,11531,Support Activities for Forestry,115310,Support Activities for Forestry,1011115310
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",211,Oil and Gas Extraction,2111,Oil and Gas Extraction,21112,Crude Petroleum Extraction ,211120,Crude Petroleum Extraction ,1011211120
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",211,Oil and Gas Extraction,2111,Oil and Gas Extraction,21113,Natural Gas Extraction ,211130,Natural Gas Extraction ,1011211130
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,21211,Coal Mining,212111,Bituminous Coal and Lignite Surface Mining ,1011212111
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,21211,Coal Mining,212112,Bituminous Coal Underground Mining ,1011212112
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2121,Coal Mining,21211,Coal Mining,212113,Anthracite Mining ,1011212113
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21221,Iron Ore Mining,212210,Iron Ore Mining,1011212210
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21222,Gold Ore and Silver Ore Mining,212221,Gold Ore Mining ,1011212221
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21222,Gold Ore and Silver Ore Mining,212222,Silver Ore Mining ,1011212222
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21223,"Copper, Nickel, Lead, and Zinc Mining",212230,"Copper, Nickel, Lead, and Zinc Mining ",1011212230
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21229,Other Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining ,1011212291
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2122,Metal Ore Mining,21229,Other Metal Ore Mining,212299,All Other Metal Ore Mining ,1011212299
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21231,Stone Mining and Quarrying,212311,Dimension Stone Mining and Quarrying ,1011212311
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21231,Stone Mining and Quarrying,212312,Crushed and Broken Limestone Mining and Quarrying ,1011212312
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21231,Stone Mining and Quarrying,212313,Crushed and Broken Granite Mining and Quarrying ,1011212313
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21231,Stone Mining and Quarrying,212319,Other Crushed and Broken Stone Mining and Quarrying ,1011212319
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",212321,Construction Sand and Gravel Mining ,1011212321
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",212322,Industrial Sand Mining ,1011212322
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",212324,Kaolin and Ball Clay Mining ,1011212324
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",212325,Clay and Ceramic and Refractory Minerals Mining ,1011212325
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21239,Other Nonmetallic Mineral Mining and Quarrying,212391,"Potash, Soda, and Borate Mineral Mining ",1011212391
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21239,Other Nonmetallic Mineral Mining and Quarrying,212392,Phosphate Rock Mining ,1011212392
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21239,Other Nonmetallic Mineral Mining and Quarrying,212393,Other Chemical and Fertilizer Mineral Mining ,1011212393
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",212,Mining (except Oil and Gas),2123,Nonmetallic Mineral Mining and Quarrying,21239,Other Nonmetallic Mineral Mining and Quarrying,212399,All Other Nonmetallic Mineral Mining ,1011212399
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,21311,Support Activities for Mining,213111,Drilling Oil and Gas Wells,1011213111
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,21311,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations ,1011213112
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,21311,Support Activities for Mining,213113,Support Activities for Coal Mining ,1011213113
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,21311,Support Activities for Mining,213114,Support Activities for Metal Mining ,1011213114
10,"Total, All Industries",101,Goods-Producing,1011,Natural Resources and Mining,21,"Mining, Quarrying, and Oil and Gas Extraction",213,Support Activities for Mining,2131,Support Activities for Mining,21311,Support Activities for Mining,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,1011213115
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221111,Hydroelectric Power Generation ,1021221111
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221112,Fossil Fuel Electric Power Generation ,1021221112
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221113,Nuclear Electric Power Generation ,1021221113
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221114,Solar Electric Power Generation ,1021221114
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221115,Wind Electric Power Generation ,1021221115
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221116,Geothermal Electric Power Generation ,1021221116
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221117,Biomass Electric Power Generation ,1021221117
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22111,Electric Power Generation ,221118,Other Electric Power Generation ,1021221118
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22112,"Electric Power Transmission, Control, and Distribution ",221121,Electric Bulk Power Transmission and Control ,1021221121
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2211,"Electric Power Generation, Transmission and Distribution",22112,"Electric Power Transmission, Control, and Distribution ",221122,Electric Power Distribution ,1021221122
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2212,Natural Gas Distribution ,22121,Natural Gas Distribution ,221210,Natural Gas Distribution ,1021221210
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2213,"Water, Sewage and Other Systems ",22131,Water Supply and Irrigation Systems ,221310,Water Supply and Irrigation Systems ,1021221310
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2213,"Water, Sewage and Other Systems ",22132,Sewage Treatment Facilities ,221320,Sewage Treatment Facilities ,1021221320
10,"Total, All Industries",102,Service-Providing,1021,"Trade, Transportation, and Utilities",22,Utilities,221,Utilities ,2213,"Water, Sewage and Other Systems ",22133,Steam and Air-Conditioning Supply ,221330,Steam and Air-Conditioning Supply ,1021221330
10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders) ,1012236115
10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236116,New Multifamily Housing Construction (except For-Sale Builders) ,1012236116
10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236117,New Housing For-Sale Builders ,1012236117
10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236118,Residential Remodelers ,1012236118
10,"Total, All Industries",101,Goods-Producing,1012,Construction,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23621,Industrial Building Construction,236210,Industrial Building Construction ,1012236210
